,Date,User,Tweet
0,2022-12-19 23:59:58+00:00,godwithyall,Portugal had no footballing history before Ronaldo .....God abeg 😭😭 https://t.co/330ZKf0PPR
1,2022-12-19 23:59:54+00:00,beadleboy2808,@piersmorgan You fucking bow to Ronaldo you absolute melt 😂😂😂
2,2022-12-19 23:59:54+00:00,ITrulyKnowBall,"@totalcristiano @Altin30i imagine being the least toxic Ronaldo account and yet still dogessi stans are crying, actual tears"
3,2022-12-19 23:59:52+00:00,Ugo_S_god,Ronaldo is loved by the media mehn . Messi by the world https://t.co/IaV6wWCztE
4,2022-12-19 23:59:49+00:00,MbaluVictory,@Mo_roxxmedia @brfootball @BleacherReport Ronaldo tops messi on goals only.... 🙄
5,2022-12-19 23:59:49+00:00,mosesmwalajr,"@ESPNUK 1.Ronaldo 
2. Maradona
3.pele 
4.Messi
That's what I think and feel😣."
6,2022-12-19 23:59:48+00:00,ZMoe420,@3YearLetterman @TeamMessi @Cristiano @AaronDonald97 @atrupar @EricPickles @UKHouseofLords @WaffleHouse @mikepiazza31 @MileyCyrus @billyraycyrus Well duh.
7,2022-12-19 23:59:48+00:00,Claudet43678682,@cange_james @ShanksRo @bresap13 @Feunekz @_common_W_ Ask the person who made the initial tweet. It's both Mbappé n Messi that ended the world cup not Messi n Ronaldo.
8,2022-12-19 23:59:35+00:00,ofori_ronald,@NanaKof78032977 @Cristiano inspiring una? someone is playing his football and building legacy for himself but mose he’s doing it for Ronaldo. I know your love for these young boys will turn to hate when they start comparing them to your cr7 and I will be waiting for that day waahh.
9,2022-12-19 23:59:34+00:00,emiRexxi,@SAMJAY463 @europefootb @kemz_mama @Anambrapunter @metuchizzy @piersmorgan @38 See ehn if you want to mention leagues in Europe regarding Messi stop mentioning EPL. Man  conquered that league without even playing there 😂😂. He has more goals against top 6 epl teams than Ronaldo wey spend pass 4 szsn for there. Plus he's winning another bdor outside Barca
10,2022-12-19 23:59:34+00:00,OdioTodoFr,@daiyalnaa Messi is Kylian’s idol with Ronaldo💀
11,2022-12-19 23:59:32+00:00,taiwoegbeleke7,"@maspatel01 @piersmorgan @Cristiano This pic is rubbish, messi his been helped by team but Ronaldo is a one man purely talented player take it or not 

Messi is industrial made Goat,but ronaldo is the goat from heaven🤩"
12,2022-12-19 23:59:31+00:00,Proximaa24,Cristiano Ronaldo is named in the WORST team of the World Cup in Qatar https://t.co/axKZ0YsiLs
13,2022-12-19 23:59:29+00:00,BlaugranaAddict,"@laligafrauds It's better if you stop now and avoid further embarrassment. Messi fans have already moved on, Ronaldo isn't even relevant anymore, the debate ended long back and the WC was nail in the coffin.

""The egg"" is more relevant now than Ronaldo."
14,2022-12-19 23:59:25+00:00,mosesmwalajr,"@ESPNUK 1.Ronaldo 
2. Maradona
3.pele 
4.Messi
That's what I think and feel😣"
15,2022-12-19 23:59:24+00:00,ITrulyKnowBall,"@fayzzzzzinho @totalcristiano @Altin30i most insecure fanbase lmaoooo

Ronaldo is the goat, keep crying"
16,2022-12-19 23:59:20+00:00,PandaEyes0908,@TeamCRonaldo People forgetting a 37 year old Ronaldo outscored Messi last season whilst playing for a failing Man United team in the toughest league in the world. Meanwhile Messi couldnt score for the best team in a farmers league. Pick who you want I don't care but theyve both been great 1/2
17,2022-12-19 23:59:18+00:00,Avinassh17,@donrosc @bilalcov98 @SandhuMMA I will never understand how people take comments about Messi vs Ronaldo so personally hahaha. Like those guys are millionaires and who don’t even know you exist. But thanks for backing me
18,2022-12-19 23:59:16+00:00,karlkhoury28,@FCBarcelona @FIFAWorldCup Ronaldo better. Who cares... and ronaldo doesn't need a wc to prove himself as the goat he is already one.
19,2022-12-19 23:59:12+00:00,andy_hubris,@__georginagio Ronaldo is still my goat 🐐 and nothing can change that
20,2022-12-19 23:59:12+00:00,Stupid_______1,@DigitoPlays messi and ronaldo goat
21,2022-12-19 23:59:12+00:00,UtdHenners,@thfc_sam_ Ur saying that like I like ronaldo 🤣fuck that Adams apple merchant
22,2022-12-19 23:59:10+00:00,thekneeguy,"@LAcarddude 2018 Panini World Cup Mbappe Good: $80;
2018 WC Mbappe SGC 8: $35;
2018 WC Ronaldo, SGC 8: $25;
2008-09 Ronaldo CL: $65; https://t.co/E73Ca3bFl9"
23,2022-12-19 23:59:09+00:00,jdcurrey,@3YearLetterman @TeamMessi @Cristiano @AaronDonald97 @atrupar @EricPickles @UKHouseofLords @WaffleHouse @mikepiazza31 @MileyCyrus @billyraycyrus Seems legit…
24,2022-12-19 23:59:05+00:00,jojistein,"this needed to be said 🙌 

1) Messi
2) Ronaldo 
3) Neymar"
25,2022-12-19 23:58:57+00:00,FollowTrent_,"@ContextRonaldo Context Ronaldo, I got a new Redbull Flavour btw"
26,2022-12-19 23:58:57+00:00,BelloHa23115163,"@khumezzy @cfcwil11 @ownedbymessi @amitttrmfc Madrid understand the game pass Barca.
 Also Madrid flop when Ronaldo leave get ur fact straight"
27,2022-12-19 23:58:56+00:00,DryyEyezz,Ronaldo fans can’t handle Messi winning 😂😂😂😂 https://t.co/0gYEf0u2jf
28,2022-12-19 23:58:55+00:00,Imoxus_,"@NuhuLukman8 @NabeelH09939666 @KSI EPL is on a completely different level to La Liga. Hardest and most physical league in the world. I mean look what happened when he made the switch to PSG, in a not hard league at all. His 1st season was garbage, worst then Ronaldo's bad season this year."
29,2022-12-19 23:58:54+00:00,supirPORestu,"@ESPNFC as long as NO Ronaldo, i agree what ever the team"
30,2022-12-19 23:58:50+00:00,007Albertom,@apb40 @Cristiano Exacto!
31,2022-12-19 23:58:50+00:00,thatmfpatrick,@boychild_cookie @bresap13 @CryptoTroll10 @Feunekz @_common_W_ Ronaldo living rent free in your head lmao not even about him
32,2022-12-19 23:58:48+00:00,santan85,@piersmorgan Goodness me @piersmorgan concentrate on your own life because the strange obsession with ronaldo and constantly having something negative to say about harry and meghan shows that you really are a sad little man
33,2022-12-19 23:58:46+00:00,cloakfnx,"@Lytswtf nope Messi = Curry 
Ronaldo = Kyrie/Lebron/KD
Mbappe = Luka/Ja/Giannis or Devin Booker"
34,2022-12-19 23:58:45+00:00,juneafrika,"The Messi and Ronaldo debate was always based on clout, not football."
35,2022-12-19 23:58:42+00:00,CaldwellColin,"@3YearLetterman @TeamMessi @Cristiano @AaronDonald97 @atrupar @EricPickles @UKHouseofLords @WaffleHouse @mikepiazza31 @MileyCyrus @billyraycyrus Fact:
Never has a Not Football League team qualified for the World Cup."
36,2022-12-19 23:58:41+00:00,whitekimono47,"Thats why Ronaldo is the 🐐 
Its not only bc of being the best player but also bc of his personality. Ronaldo speaks his mind, tells the truth, is a very kind and thoughtful person. #CristianoRonaldo https://t.co/vp6JLx3LsU"
37,2022-12-19 23:58:35+00:00,MelanesiaPublic,The Goat Ronaldo Lihat video Clinton! #TikTok https://t.co/Dfw59CGolr
38,2022-12-19 23:58:35+00:00,Ben_JaminF1,"I'm happy Messi won the WC, would have e preferred Ronaldo but one of them had to win it for the story of both of their careers, just a shame they act like this towards Ronaldo https://t.co/GMvWMnpOhV"
39,2022-12-19 23:58:33+00:00,sirsavagex,"@juicy_rep @J15SV @MacBreandan @henrywinter Ronaldo did it tho, moved when Man U was dominant, same with Madrid and Juve so tf u talking about"
40,2022-12-19 23:58:28+00:00,BibleGains,@3YearLetterman @RichieR77444720 @TeamMessi @Cristiano @AaronDonald97 @atrupar @EricPickles @UKHouseofLords @WaffleHouse @mikepiazza31 @MileyCyrus @billyraycyrus Swimfan 😂😂😂😂😂
41,2022-12-19 23:58:26+00:00,Jo25419339,@piersmorgan And France's first penalty was a penalty. Lighter than dimaria tackle. You have really lost the plot. Stop fame whoring using Ronaldo..leave that guy alone as well..you will take.him.down
42,2022-12-19 23:58:21+00:00,shreyansh_sood,@iUsedToBeADuck Watch top goals by Cristiano Ronaldo
43,2022-12-19 23:58:19+00:00,sidexe3,"@Nerdz1997 @doronklemer @india97sm @AllySmith111 @andy_murray @FIFAWorldCup @piersmorgan Bro take a rest, messi vs ronaldo is over, its messi vs the egg now, leave the conversation my friend"
44,2022-12-19 23:58:19+00:00,Confidin6,@BigLegy I thought you were a Ronaldo rider?
45,2022-12-19 23:58:17+00:00,wh0ispabl0,"Sigma males support Ronaldo.
If you don't believe study every Ronaldo fan's character."
46,2022-12-19 23:58:17+00:00,Rsecret9,"@CFCRaf2 Rest my Friend, it's over. Ronaldo still one of the greatest"
47,2022-12-19 23:58:12+00:00,thfc_sam_,@UtdHenners De Paul has more world cups than ronaldo😂
48,2022-12-19 23:58:11+00:00,hiroakashi_,i won the same amount of world cups as ronaldo
49,2022-12-19 23:58:01+00:00,sonicthemafia_g,Ronaldo na she goat 🤣😂🤣
50,2022-12-19 23:57:59+00:00,SAMJAY463,"@Zeko_Penguin @HULKANATOR619 @EliasAbti @Masi_9000 @UTDTraviss @CFCRaf2 @18 Shut up. He won two international trophy's before your short man devil. Lmao 🤣.
Besides world isn't designed to be won by everyone. 

Argentina win this twice before. Portugal hardly qualify for it before Ronaldo. It brought them up to the light. He's literally the goat 🐐"
51,2022-12-19 23:57:54+00:00,NickLockyer,@JasonAU1981 @hockey_dad74 @RichieR77444720 @3YearLetterman @TeamMessi @Cristiano @AaronDonald97 @atrupar @EricPickles @UKHouseofLords @WaffleHouse @mikepiazza31 @MileyCyrus @billyraycyrus Yeah Rosa Parks from the 1913-2005 was VP to Ben Franklin (1705-1790). Makes perfect sense.
52,2022-12-19 23:57:54+00:00,theaayomikun,"@UTDTrey Yes we are going to forget.... Messi was shitted on, mocked and nobody cared for what he achieved when he had no International trophy now y'all feeling somehow... Ronaldo can never and will never be the GOAT until he wins a WC which is impossible 😂 https://t.co/n2bhVGtu3v"
53,2022-12-19 23:57:52+00:00,blickyx_,@MessiEverything In recent years messi has gotten so much more famous. Americans only knew Ronaldo in 2017. Now everyone knows Messi too
54,2022-12-19 23:57:48+00:00,CurrentlyHighAf,@3YearLetterman @TeamMessi @Cristiano @AaronDonald97 @atrupar @EricPickles @UKHouseofLords @WaffleHouse @mikepiazza31 @MileyCyrus @billyraycyrus Coach strikes again. Don’t wanna be in a fact-off with this guy!
55,2022-12-19 23:57:47+00:00,Claudet43678682,"@talkBARCA1 @bresap13 @Feunekz @_common_W_ Well, agenda must agend. The toxicity in football is horrible. I just can't with all this Messi, Ronaldo n Mbappe fans comparing them. Mbappe is a young brilliant beast who still has long way to go, Messi is having a glorious exit at 35 n pipo still choose to be stupid."
56,2022-12-19 23:57:42+00:00,BlaylockMooky,"@RichieR77444720 @3YearLetterman @TeamMessi @Cristiano @AaronDonald97 @atrupar @EricPickles @UKHouseofLords @WaffleHouse @mikepiazza31 @MileyCyrus @billyraycyrus Jock, you must not be aware that you’re speaking to the owner of a corner unit apartment with fountain view."
57,2022-12-19 23:57:37+00:00,AnthonyChris222,@vinxxehi @Cristiano This one pass husband and wife love ooo
58,2022-12-19 23:57:36+00:00,MiraHarlson,Ronaldo fans help us like Messi Instagram picture na 💀🤣
59,2022-12-19 23:57:33+00:00,chunkyboyjames,"@SkyFootball @Carra23 The original and best Ronaldo deserves to be in there ahead of CR7. Cristiano has never won the World Cup, and whilst he is a prolific goalscorer, has a worse goals/game ratio than Messi, despite scoring more goals. It’s recency bias at its finest here @Carra23."
60,2022-12-19 23:57:32+00:00,ShuraVAL,@femboygf ronaldo pinned tweet hilarious
61,2022-12-19 23:57:20+00:00,siatrivedi,what i really dont get is why ronaldo has to be bad in order for messi to be good and vice versa...
62,2022-12-19 23:57:19+00:00,Mbad03262095,@nba_toao @laligafrauds so he's basically saying madrid made ronaldo what he is.. in other words carried him.. nothing new here lads
63,2022-12-19 23:57:18+00:00,Lelouchenthu,Ronaldo fans resorting to conspiracies after Messi has established himself as the best ever https://t.co/SQnwFnJlqw https://t.co/6UzzuIXYBD
64,2022-12-19 23:57:16+00:00,GoshFaceKillah,"@MLSist To me, Pele was like Gretzky. Just so far ahead of the game during his era. His play is more of a Ronaldo(Bras) in comparing to relatively modern times. Messi is the GOAT."
65,2022-12-19 23:57:12+00:00,davepaterson81,@Cristiano KARMA for your arrogance
66,2022-12-19 23:57:12+00:00,Jadbluw,@seryxme @lifeofpendu @AbdMalik9000 @FIFAWorldCup My guy talking about 1 pen for Ronaldo and Messi getting many🤦‍♂️🤦‍♂️  and I wouldn’t ask you that question if I didn’t already google it😂 they made it every year just so messi can win it
67,2022-12-19 23:57:04+00:00,MediaLies8,@echar6459 @swatters4 @3YearLetterman @TeamMessi @Cristiano @AaronDonald97 @atrupar @EricPickles @UKHouseofLords @WaffleHouse @mikepiazza31 @MileyCyrus @billyraycyrus Let me show you what a real crowd is. https://t.co/P8Zsx53jtz
68,2022-12-19 23:57:03+00:00,Lil1Mayo,@_common_W_ And Ronaldo walked away instead of being a good leader and consoling his own teammates
69,2022-12-19 23:57:00+00:00,XxPablito30xX,@FOXSoccer No. Ronaldo has had more pain in life including losing a child and still accomplished more than messi. Which this world cup was rigged for messi to win no matter what.. Ronaldo is the true goat. Messi just holds a world cup that was handed to him for free! @Cristiano @FOXSoccer
70,2022-12-19 23:56:59+00:00,Nerdz1997,"@Prateek26434888 @JoeTech99 @Praveen15519820 @CristianoXtra_ Comparing a 38 year old to a 35 year old, good to know Ronaldo has standards"
71,2022-12-19 23:56:56+00:00,CFCBlok,"@Pulisicate @CFCRaf2 The media did the same for Ronaldo back in 2016 after Euros.
But it's Messi, now he has a problem with it"
72,2022-12-19 23:56:53+00:00,master_whodini,"@NoMirakuru @footyjosue @amitttrmfc We've left Goat for you, Since the world says Ronaldo is not a GOAT after the 20 years journey buh you can't deny the legend of his legacy which will be picked up by his successor. Legends never die"
73,2022-12-19 23:56:53+00:00,DanielJ97619604,@ESPNFC Plot twist: Ronaldo doesn’t retire and he wins a wc
74,2022-12-19 23:56:53+00:00,theBigsun7,@ESPNFC I love my goat Messi but this world was hosted because of him to win I believe it’s was scripted but I still love my goat even if Ronaldo is still the best player in world
75,2022-12-19 23:56:52+00:00,Jsplendor1,@tymer__ Says you in your bias that Ronaldo isn't featured. Goal scoring doesn't make you MOTM
76,2022-12-19 23:56:48+00:00,andkenbr,"@iamblackmyth Messi and Mbappé have one World Cup each, and two World Cup finals each. Ronaldo managed to go to a semifinal once, and that was it."
77,2022-12-19 23:56:39+00:00,clinton_isa_don,@UtdMika @MessiBITW @UTDTrey Drop mbappe stats with Ronaldo at 23. Let's see something😂😂
78,2022-12-19 23:56:36+00:00,alhassan1014,"Messi &amp; ronaldo = out 
Mbappe &amp; haaland = in"
79,2022-12-19 23:56:32+00:00,SamArch34423351,@Utd_Overseas Fair enough. But Ronaldo definitely made it get announced faster
80,2022-12-19 23:56:28+00:00,KenpearlAse,@GODisPatriarchy That's my point. Ronaldo has always been in hard teams. Messi one club all he's life
81,2022-12-19 23:56:23+00:00,FredHabib1,@TeamCRonaldo @FIFAWorldCup @Argentina @Budweiser @budfootball Yes I saw 3 penalties for Ronaldo in 2021 euros in 3 games
82,2022-12-19 23:56:16+00:00,MichelsNitmare,"@KSI Bro, it's been over for time ronaldo been overated (in comparison)."
83,2022-12-19 23:56:13+00:00,TDmeechigan,@machine2311 @ChapMills @3YearLetterman @TeamMessi @Cristiano @AaronDonald97 @atrupar @EricPickles @UKHouseofLords @WaffleHouse @mikepiazza31 @MileyCyrus @billyraycyrus Fact. If we were being petty about it we’d seek royalties every time some crank in Europe used the term football to talk about soccer.
84,2022-12-19 23:56:10+00:00,Renongoat,"@Sageof6turtles Thats not a reason, thats an opinion. Ronaldo has a better prime than everybody you mentioned rn. He is statistically better and is the clearly more complete player."
85,2022-12-19 23:56:08+00:00,matttsuxxx,Ronaldo defenders are fucking digging up fools gold this week man. “Half of Messi’s goals are from friendlies” “he’s never been great in big UCL games” do you guys hear yourselves
86,2022-12-19 23:56:07+00:00,AyoOgooluwa,@Rahma_sadau We give Messi goat so Ronaldo na lion na lion de kill goat
87,2022-12-19 23:56:04+00:00,_JoshTheManager,@the_bigtank @Henriwockee1 @deni_snr @Cristiano 3rd place is “footballing history”. That’s wild😂😂😂. Now let’s compare that to Ronaldo’s achievements with Portugal and see how it holds up. Agenda una
88,2022-12-19 23:56:03+00:00,noobbricks,@tpitch51 @goal exactly. Neymar and Ronaldo will never even come close to Messi or Kevin Großkreutz
89,2022-12-19 23:55:58+00:00,ebopogba6,@Kofi_Whayo @PAPPYKOJO @Cristiano You can't even spell Cristiano correctly......dude comot for here then your goat all😂😂😂😂
90,2022-12-19 23:55:58+00:00,Nerdz1997,"@doronklemer @india97sm @sidexe3 @AllySmith111 @andy_murray @FIFAWorldCup @piersmorgan 🤷🏾‍♂️alright but js, don't be mad when Ronaldo fans hit back 😂😂😂"
91,2022-12-19 23:55:57+00:00,kevinha50586763,@3YearLetterman @TeamMessi @Cristiano @AaronDonald97 @atrupar @EricPickles @UKHouseofLords @WaffleHouse @mikepiazza31 @MileyCyrus @billyraycyrus So more people watch a whole season other than one match? really……
92,2022-12-19 23:55:57+00:00,BatsRMFC,@laligafrauds this is why we get slandered for liking ronaldo. what kind of conspiracy is this bruh come on
93,2022-12-19 23:55:48+00:00,kingz0007,@europefootb @metuchizzy @kemz_mama @Anambrapunter @piersmorgan Bros leave English Ronaldo good no doubt but you see Messi eh....that guy dey another level lock up
94,2022-12-19 23:55:48+00:00,lyingjackass1,"Messi has paid his dues,and as such deserves to win everything he has won. Ronaldo also deserves all his winnings. It’s only unfortunate that they both have different destinies,but Messi winning more isn’t in any way a slight on Ronaldo. Uwa wu ibiri kam biri,take life easy. https://t.co/XGXPIdMVYm"
95,2022-12-19 23:55:41+00:00,KipsSuperfit,@SkyFootball @Carra23 cristiano Ronaldo is not among them
96,2022-12-19 23:55:38+00:00,Collector3738,@BrocktonSpring1 @MLBNetwork That’s why Ronaldo got benched
97,2022-12-19 23:55:37+00:00,Utd_Overseas,@SamArch34423351 I doubt Ronaldo really had much to do with that tbh...the sale was in the making for a while...things like that don't happen quickly outside of situations like Chelsea
98,2022-12-19 23:55:31+00:00,Baba_Ganoushy,@Cllssic1 @nnxmae @CrosbyNicky @sheikhfc_ Ronaldo is a bisexual did u know that?  Nice profile pic lol 😂
99,2022-12-19 23:55:29+00:00,M35383302,@MarcusRashford @mufcMPB @NickMurphy1995 This freak has so desperate to become the poster boy of Utd he leaked against ronaldo which apparently his idol 🤡😂 big age of 25 and has an fa cup and europa league to show for it. Who remembers when he gave the middle finger to fans after atlitico Madrid in the champs league😂
100,2022-12-19 23:55:26+00:00,GunWick_,@xoAce01 @brfootball I'm sure ronaldo is desparate to be on your list
101,2022-12-19 23:55:25+00:00,BenKearns5,@NickLockyer @hockey_dad74 @RichieR77444720 @3YearLetterman @TeamMessi @Cristiano @AaronDonald97 @atrupar @EricPickles @UKHouseofLords @WaffleHouse @mikepiazza31 @MileyCyrus @billyraycyrus Ahh I remember studying American history back in school. It was a great couple of days.
102,2022-12-19 23:55:08+00:00,haywhyzkun,@MoustacheMickey @Nehjib @TeamCRonaldo Dude he never raped anybody! Gather your facts well! Even your gf or wife would choose Ronaldo over you💀
103,2022-12-19 23:55:06+00:00,crevelesxo,no way ronaldo fans are saying the world cup is rigged 😭😭😭 go cry with ronaldo in his car
104,2022-12-19 23:55:02+00:00,TheKitVendor,"@Chris09Adams Agree with everything said there aside from the france line haha. The French league isn’t as bad as it’s made out to be. It’s definitely improving but still not at the level of the other leagues for sure. Love Ronaldo, always have a soft spot for him as a united fan"
105,2022-12-19 23:54:59+00:00,Rudrashtkam,"Maradona never won the Copa America
Pele never played in Europe
Ronaldo never won the Champions League
Cryuff never win the World Cup
Cristiano never win the World Cup

Messi won it all"
106,2022-12-19 23:54:55+00:00,NewlokTamang,@ESPNFC Ronaldo fan will never admit that Messi is the goat if Ronald had won a World Cup like Messi did they wouldn’t call it rigged but it’s Messi they all got to say sun keep on talkin🗣️🗣️🗣️
107,2022-12-19 23:54:53+00:00,Ohifeme00,@Ziad_EJ I see some certain Ronaldo fans liking the egg 😅😅
108,2022-12-19 23:54:51+00:00,HarryK1509,"@dlo_ron @ESPNFC They always give it to the winning team
If England won it would’ve been Pickford and Bellingham winning awards
Grow up with the rigging your just trying to make ot seem worse for Messi because he’s done something ronaldo hasn’t that further cements him as the goat"
109,2022-12-19 23:54:45+00:00,BlaylockMooky,"@NickLockyer @hockey_dad74 @RichieR77444720 @3YearLetterman @TeamMessi @Cristiano @AaronDonald97 @atrupar @EricPickles @UKHouseofLords @WaffleHouse @mikepiazza31 @MileyCyrus @billyraycyrus Nike, you may delete this now. https://t.co/Pc44BWOabG"
110,2022-12-19 23:54:39+00:00,drizzy_b7,You gotta be a special kind of dumbass to not rank Messi and Ronaldo 1 &amp; 2 https://t.co/KX9v1Zg6md
111,2022-12-19 23:54:33+00:00,DixonJack2002,@DarrenBent Zidane over ronaldo this shit needs to stop 😭guess getting the most goals in history is easy as out
112,2022-12-19 23:54:31+00:00,ugo2cool,"@MbappeGoated @UTDTrey lol, these ronaldo fans left ronaldo and started supporting mbappe, thinking he will save them. 🤣 😂"
113,2022-12-19 23:54:29+00:00,justhinbman,"@m222_ii @TrollFootball Abeg comot Ronaldo hand from Messi shoulder, which yeye play be that??"
114,2022-12-19 23:54:28+00:00,ubbe999,"@RMA_Jonnis Crazy how Ronaldo at 37 has 0 World Cup knockout contributions but yet ur here making fun of a guy who scored in open play, created the most chances and topped the assists too and stepped up for his team when it mattered. Hypocrisy"
115,2022-12-19 23:54:27+00:00,GrustlerBurger,Me gassing up that ronaldo matchday one penalty https://t.co/oVBmgn7MYl
116,2022-12-19 23:54:26+00:00,unk_chunk,"Messi Rick riders are like BTS fans and flat earthers. They just reply with a picture that makes their argument look right, and then say some off the wall shit like “Ronaldo’s World Cup is missing 😂😂😂”"
117,2022-12-19 23:54:23+00:00,Mani48731951,@cfcmaho @gffn__ @Vettel_AMR @lequipe How is that related? You're one of those who will die calling Ronaldo's name
118,2022-12-19 23:54:22+00:00,ericvalv,"@clearxclouds @ThePopTingz Let’s be real, gonna be bumpin’ purses with miss Ronaldo"
119,2022-12-19 23:54:21+00:00,Ndukaiv,@RakanRabih @erlingtxt So it's Ronaldo's fault you all got no credit
120,2022-12-19 23:54:19+00:00,FPLFantaCalcio,"@winch91 @DonMyslah @AffrilianKP @SkyFootball @Carra23 Let’s look at Messi Vs Ronaldo in La Liga during Ronaldo’s spell in Spain, shall we? If you want to include Messi’s entire spell in Spain, then we have to compare their careers overall, which Messi wins again, sunshine. Hope this helps. 👍🏽 https://t.co/8aFoq2HuQ1"
121,2022-12-19 23:54:15+00:00,ITrulyKnowBall,"@Culturecams I bet you the Ronaldo fan was winning

goat for a reason"
122,2022-12-19 23:54:14+00:00,utdprince001,@kindthoughtful1 @alimaalim @piersmorgan @Cristiano Pendu fans are the only ones crying my boy
123,2022-12-19 23:54:12+00:00,Zeko_Penguin,@SAMJAY463 @HULKANATOR619 @EliasAbti @Masi_9000 @UTDTraviss @CFCRaf2 @18 Your GOAT Ronaldo has 0 in almost 3 decades rest
124,2022-12-19 23:54:12+00:00,TrenchesSports,3. This na the Match wee @Cristiano dey claim say him head touch ball wee @B_Fernandes8 score but fifa talk say no be him goal. https://t.co/DYp2Fw4P1K
125,2022-12-19 23:54:10+00:00,BallparkHunter,@3YearLetterman @TeamMessi @Cristiano @AaronDonald97 @atrupar @EricPickles @UKHouseofLords @WaffleHouse @mikepiazza31 @MileyCyrus @billyraycyrus If only this meme was accurate
126,2022-12-19 23:54:04+00:00,jungkooklore,@ssamuluvr @bvejingf how Neymar babygirlism and ronaldo blepped the night way https://t.co/ax4C65n9yw
127,2022-12-19 23:54:03+00:00,immigrante99,"@Ananthanath4 @cauebg @avisualgame Argentina are one of the poorest countries in South America. Qatar invested more money into Neymar and Mbappe, WAY MORE money. Mbappe is also the “Prince of Paris”. Barcelona are almost bankrupt. Cristiano Ronaldo earned more than Messi throughout his career. Pele is FIFA (🇧🇷)"
128,2022-12-19 23:54:03+00:00,signol_,@3YearLetterman @TeamMessi @Cristiano @AaronDonald97 @atrupar @EricPickles @UKHouseofLords @WaffleHouse @mikepiazza31 @MileyCyrus @billyraycyrus Europe? America won.. Argentina is in America! Take the W!
129,2022-12-19 23:53:59+00:00,TDmeechigan,@EdApplegate1 @ChapMills @3YearLetterman @TeamMessi @Cristiano @AaronDonald97 @atrupar @EricPickles @UKHouseofLords @WaffleHouse @mikepiazza31 @MileyCyrus @billyraycyrus 100% correct! Imagine someone who allowed Ben Franklin to beat him at Yorktown is teaching Americans history?!?! It’s insane.
130,2022-12-19 23:53:59+00:00,jojol2023,@TeamCRonaldo The whole system against C. Ronaldo is his unbridled ego. Live in reality and stop the delusion. Messi is the 🐐
131,2022-12-19 23:53:58+00:00,AatakFearLess,@trancrypt @sherif_eissa1 @Woahkaa @ryani_al @nocontextfooty I mean he beat pele record being the youngest player to score in the World Cup. So deserves a lot of respect probably the best player out there not including Messi or Ronaldo
132,2022-12-19 23:53:52+00:00,Tifemoore65,I pray Barcelona humiliates that Yeye team (Manyoo) I need more tears from Ronaldo fans
133,2022-12-19 23:53:50+00:00,FCC12590,@Ryan80742654 @MessiBITW @UTDTrey Well Messi done it in the hardest competition and Ronaldo hasent
134,2022-12-19 23:53:44+00:00,penaldo_pionel,"@laligafrauds Where can Ronaldo go next? Which team, which manager?"
135,2022-12-19 23:53:38+00:00,amongsu2,@Siuuuu820 @ImVK__ @CrewsMat10 Too many fake followers ronaldo
136,2022-12-19 23:53:35+00:00,145Mhai,"@thatEsselguy ""This is the speech of so so and so saying Ronaldo is the best""🤣🤣🤣"
137,2022-12-19 23:53:29+00:00,M_Moreira6661,@Lord_Ediken @equipedefrance @Joenic04 @Cristiano GOAT
138,2022-12-19 23:53:28+00:00,Chris09Adams,@klopp_1 Well they're very much neck and neck really it's mainly the WC win which separates them at this point. Will Messi still be at Ronaldo level at 38?
139,2022-12-19 23:53:25+00:00,AnthonyMcG2,"Does that make soccer cards undervalued in the US? 

Over a year ago, we at @realneustreet  wrote an article comparing the price of Cristiano Ronaldo soccer cards vs. LeBron James basketball cards, exploring the idea that soccer cards may be underpriced

https://t.co/b7kaXyGltg"
140,2022-12-19 23:53:21+00:00,mufcgrc,"How has ronaldo become not even a top 3 in some ppls mind, why is everyone so reactionary https://t.co/Y181niZTlk"
141,2022-12-19 23:53:20+00:00,BlitzzP,@3YearLetterman @TeamMessi @Cristiano @AaronDonald97 @atrupar @EricPickles @UKHouseofLords @WaffleHouse @mikepiazza31 @MileyCyrus @billyraycyrus nearly 10? is it isnt even 9x and its 11 games compared to one. Who is this clown? The 114 for WC final beats many of the last few SB. This is just a white anglo racist who views soccer as something 'foreign' and fears it like a child fears the dark..lol
142,2022-12-19 23:53:20+00:00,NateIsABlueCf,@Goatymovements @theMadridZone @Romain_Molina Benzema basically won one Ucl Ronaldo and bale together with the midfielders carried him to the 4 other but don’t get me wrong he’s better than Suarez and one 1 wc is better than 5 Ucl tbh
143,2022-12-19 23:53:19+00:00,joshpope125,"@Ollieargyle9 I’d probably only switch Ronaldinho with Ronaldo, although Ronaldinho was ridiculously fun to watch"
144,2022-12-19 23:53:15+00:00,jeffdtrd,@just4relation @regooorf @7ektt @goal @Cristiano Bro stop trying hard. There is only one G.O.A.T that's Messi. Stick with whatever you think man
145,2022-12-19 23:53:15+00:00,Abdulinc1,@Ericlawson23 @PAPPYKOJO @Cristiano Ah what did he say wrong? It's just banter bro
146,2022-12-19 23:53:10+00:00,HalatMarcel,@goal messi and ronaldo are destroying the top 20 list of most liked posts on instagrams XD its like nobody else is even competing. messi is no1 in 24 hours crazy
